"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"C12orf751",7.01337792568178e-269,0.732706382088334,0.694,0.265,1.56636782592177e-264,"8","C12orf75",0.429
"CDKN2C",2.75880426939804e-266,0.556614075709934,0.559,0.181,6.16151345527357e-262,"8","CDKN2C",0.378
"RAD21",1.46462132902999e-265,0.821583226805992,0.837,0.501,3.27108527625557e-261,"8","RAD21",0.336
"HIST1H1E",4.04708637186085e-265,0.603292452432129,0.544,0.157,9.03876270291402e-261,"8","HIST1H1E",0.387
"BCL2L12",1.22817468771506e-262,0.323926643602357,0.462,0.125,2.74300534754282e-258,"8","BCL2L12",0.337
"CCDC167",1.04298090756928e-260,0.59280209560884,0.686,0.277,2.32939355896523e-256,"8","CCDC167",0.409
"CTLA4",1.93196813469194e-258,0.482885986467294,0.393,0.084,4.31485763202099e-254,"8","CTLA4",0.309
"MCM5",6.16409708198768e-257,0.580542424598966,0.494,0.144,1.37668944229113e-252,"8","MCM5",0.35
"NUCKS1",3.26945834446869e-256,0.805408210921036,0.941,0.743,7.30200826653638e-252,"8","NUCKS1",0.198
"NCAPH2",5.2688778512753e-254,0.375458522479773,0.461,0.125,1.17675117930383e-249,"8","NCAPH2",0.336
"MPHOSPH9",2.77162801392668e-253,0.371191523305885,0.523,0.152,6.19015400630384e-249,"8","MPHOSPH9",0.371
"NRM",3.32928112996543e-251,0.2607445849639,0.378,0.086,7.43561647566479e-247,"8","NRM",0.292
"MAD2L2",1.2092705207311e-250,0.484552542904593,0.608,0.218,2.70078478100085e-246,"8","MAD2L2",0.39
"COX8A1",2.9539830102308e-250,0.693905133001243,0.903,0.737,6.59742565504948e-246,"8","COX8A",0.166
"ACYP1",4.21247959907557e-250,0.413102897157642,0.518,0.157,9.40815193657537e-246,"8","ACYP1",0.361
"DUT1",2.30610505123413e-248,1.13257216694666,0.787,0.481,5.1504550214263e-244,"8","DUT",0.306
"MMS22L",1.65416760220337e-242,0.304079378871975,0.36,0.08,3.69441792276101e-238,"8","MMS22L",0.28
"CNTRL1",2.6555043827895e-242,0.474790472535602,0.648,0.229,5.93080348852206e-238,"8","CNTRL",0.419
"SIRPG",2.73240793993536e-242,0.286438803856825,0.368,0.076,6.10255989305163e-238,"8","SIRPG",0.292
"CENPQ",1.36586357803094e-241,0.270104402109185,0.339,0.073,3.05051971517431e-237,"8","CENPQ",0.266
"USP1",6.4411908472298e-239,0.556788062447014,0.67,0.281,1.4385755638203e-234,"8","USP1",0.389
"EXOSC8",4.37598957349544e-238,0.439555481773766,0.665,0.265,9.77333511344472e-234,"8","EXOSC8",0.4
"MGME1",4.21303267019938e-237,0.335248914671762,0.498,0.148,9.4093871656233e-233,"8","MGME1",0.35
"RANGAP1",6.45477587876009e-233,0.405110582352302,0.523,0.167,1.44160964476228e-228,"8","RANGAP1",0.356
"ACOT7",1.77542187744539e-230,0.348837545518959,0.434,0.121,3.96522722108653e-226,"8","ACOT7",0.313
"ARL6IP11",8.03181743776818e-230,1.142508450771,0.81,0.496,1.79382610655115e-225,"8","ARL6IP1",0.314
"UBALD21",2.0358689561242e-229,0.762973375883345,0.742,0.343,4.54690972660779e-225,"8","UBALD2",0.399
"TUBA1C2",2.93409964398347e-229,0.945673611347073,0.765,0.386,6.55301814487269e-225,"8","TUBA1C",0.379
"WDR34",4.39112481822376e-229,0.394106120175108,0.457,0.138,9.80713816902095e-225,"8","WDR34",0.319
"MIS18BP1",1.8201079282715e-226,0.610877616428897,0.755,0.358,4.06502904700157e-222,"8","MIS18BP1",0.397
"LSM41",8.13090118663978e-226,0.599907482757176,0.79,0.434,1.81595547102413e-221,"8","LSM4",0.356
"SNRPD11",5.3184843448151e-225,0.6429079149271,0.835,0.541,1.187830293571e-220,"8","SNRPD1",0.294
"CBX3",5.71980412017731e-225,0.652072666370229,0.867,0.61,1.2774610522004e-220,"8","CBX3",0.257
"SNRPB",1.22620776913568e-224,0.683562211024008,0.88,0.657,2.73861243158762e-220,"8","SNRPB",0.223
"MCM3",1.58325793337437e-224,0.589727213429609,0.538,0.192,3.53604826839831e-220,"8","MCM3",0.346
"SNRPG1",4.12711577998302e-222,0.689124686687984,0.866,0.626,9.21750038301408e-218,"8","SNRPG",0.24
"DCK",9.11459582173461e-222,0.39139147523577,0.539,0.176,2.03565383082621e-217,"8","DCK",0.363
"LSM5",3.55884816994184e-220,0.637732975463707,0.786,0.462,7.9483315027481e-216,"8","LSM5",0.324
"CDKN2D",2.95076733384163e-219,0.574342914320077,0.5,0.16,6.59024376340191e-215,"8","CDKN2D",0.34
"SMC1A",1.41998092289627e-217,0.643925113738188,0.724,0.359,3.17138539319652e-213,"8","SMC1A",0.365
"CXCL13",1.4878719477991e-217,1.26102898761284,0.293,0.059,3.32301320821452e-213,"8","CXCL13",0.234
"GAPDH2",4.73314934742097e-217,0.622636827918426,0.978,0.931,1.057101575253e-212,"8","GAPDH",0.0469999999999999
"LBR1",5.26195930770865e-217,0.49483927599648,0.701,0.302,1.17520599178365e-212,"8","LBR",0.399
"NUP210",4.57691599584435e-216,0.351611667231367,0.462,0.131,1.02220841851188e-211,"8","NUP210",0.331
"PFN12",7.36900131494521e-215,0.817840752350234,0.94,0.831,1.64579275367986e-210,"8","PFN1",0.109
"DNMT1",1.25600006772881e-214,0.659055837344923,0.692,0.322,2.80515055126552e-210,"8","DNMT1",0.37
"PDCD1",8.46943275739542e-214,0.284470571731432,0.318,0.065,1.89156311203669e-209,"8","PDCD1",0.253
"ITGB3BP",1.11985755830778e-213,0.371398062537802,0.492,0.159,2.5010898707246e-209,"8","ITGB3BP",0.333
"SIT11",1.88456561120647e-213,0.371035370139012,0.428,0.11,4.20898883606853e-209,"8","SIT1",0.318
"ATP2A3",3.37271158762391e-212,0.269144467672126,0.397,0.098,7.53261405979924e-208,"8","ATP2A3",0.299
"SH2D1A1",4.30968728035219e-212,0.329527503747248,0.405,0.099,9.62525557193859e-208,"8","SH2D1A",0.306
"CKAP5",5.22964363719902e-212,0.563822689330992,0.581,0.231,1.16798860993203e-207,"8","CKAP5",0.35
"TUBG1",1.22419419503311e-209,0.317904283778676,0.415,0.121,2.73411531518696e-205,"8","TUBG1",0.294
"RANBP1",7.60061944932891e-209,0.754864788582221,0.804,0.537,1.69752234781312e-204,"8","RANBP1",0.267
"EMC9",9.14388871080423e-208,0.374769917174498,0.492,0.166,2.04219610467102e-203,"8","EMC9",0.326
"BATF1",1.28513983721348e-207,0.448137647391808,0.462,0.131,2.87023131243259e-203,"8","BATF",0.331
"YEATS4",1.70315062762605e-207,0.332665162323972,0.467,0.147,3.80381661174002e-203,"8","YEATS4",0.32
"CRIP12",7.19306596942438e-207,0.7435826813898,0.679,0.3,1.60649935361124e-202,"8","CRIP1",0.379
"MZT2B",6.77111739721525e-206,0.574459718675111,0.912,0.771,1.51226135949405e-201,"8","MZT2B",0.141
"TUBA4A2",2.11651061365903e-205,0.636727038481563,0.593,0.226,4.72701480454608e-201,"8","TUBA4A",0.367
"CFL11",1.17870066065856e-202,0.636611570670077,0.951,0.89,2.63251005551483e-198,"8","CFL1",0.0609999999999999
"TFDP1",2.02049375034676e-202,0.362025581227897,0.567,0.217,4.51257074202444e-198,"8","TFDP1",0.35
"REEP4",8.90852541758305e-202,0.283436028218663,0.365,0.095,1.989630066763e-197,"8","REEP4",0.27
"SRSF3",1.97007896927223e-201,0.582626313419838,0.913,0.766,4.3999743699726e-197,"8","SRSF3",0.147
"ZDHHC12",1.89335487656779e-200,0.441954364875565,0.572,0.219,4.22861878132651e-196,"8","ZDHHC12",0.353
"TOPBP1",1.6773662765553e-199,0.321337599662178,0.485,0.159,3.74622984205862e-195,"8","TOPBP1",0.326
"HIST1H1C1",3.50475771512167e-198,0.7964810624661,0.655,0.291,7.82752588095273e-194,"8","HIST1H1C",0.364
"MAZ",6.42173877289288e-198,0.555257657869193,0.798,0.461,1.4342311375379e-193,"8","MAZ",0.337
"TIGIT2",6.44129720336381e-198,0.459948074965071,0.542,0.169,1.43859931739927e-193,"8","TIGIT",0.373
"LAT3",9.9628216407411e-198,0.358071228935975,0.548,0.173,2.22509658524312e-193,"8","LAT",0.375
"CORO1A2",1.68365384536618e-197,0.878528384178686,0.738,0.403,3.76027249824082e-193,"8","CORO1A",0.335
"CARHSP11",4.65641308614994e-197,0.662195328938678,0.787,0.449,1.03996329866073e-192,"8","CARHSP1",0.338
"DUSP41",1.33716913286937e-196,0.563653336620586,0.472,0.146,2.98643354135046e-192,"8","DUSP4",0.326
"ALYREF",1.52542878230532e-195,0.480361114512621,0.634,0.285,3.40689264240071e-191,"8","ALYREF",0.349
"EBP",4.30562951013606e-194,0.411131072120829,0.619,0.257,9.61619294793787e-190,"8","EBP",0.362
"IDH21",1.30587982727335e-193,0.609461369528854,0.748,0.389,2.91655200623229e-189,"8","IDH2",0.359
"HNRNPA3",9.03637841302156e-193,0.551879369101173,0.933,0.783,2.01818475476423e-188,"8","HNRNPA3",0.15
"ACAT2",1.02296033562821e-192,0.347510923264343,0.514,0.181,2.28467961359204e-188,"8","ACAT2",0.333
"ICOS",2.95631541940389e-191,0.311588645478867,0.342,0.08,6.60263485769665e-187,"8","ICOS",0.262
"MIS18A",5.78560028165647e-189,0.252128273422355,0.404,0.121,1.29215596690516e-184,"8","MIS18A",0.283
"ACTB2",5.04535945247761e-188,0.670714917917748,0.981,0.969,1.12683058011635e-183,"8","ACTB",0.012
"CXCR32",8.11277657631816e-188,0.31448066960995,0.46,0.132,1.8119075205549e-183,"8","CXCR3",0.328
"HIST2H2AC",2.61181623376645e-186,0.711932477110631,0.535,0.204,5.83323037649399e-182,"8","HIST2H2AC",0.331
"PTPN72",7.3847311969381e-186,0.480594126662615,0.624,0.239,1.64930586552416e-181,"8","PTPN7",0.385
"HMGN1",5.90062098865638e-184,0.555650043021943,0.909,0.752,1.31784469160652e-179,"8","HMGN1",0.157
"NASP1",8.15946414400304e-182,0.705411893829532,0.793,0.503,1.82233472192164e-177,"8","NASP",0.29
"HDGF1",8.01745207412545e-181,0.536397584658964,0.744,0.402,1.79061774623518e-176,"8","HDGF",0.342
"MCM6",2.8151256530035e-180,0.436023774887081,0.4,0.125,6.28730163341802e-176,"8","MCM6",0.275
"CMC2",3.84956320918517e-180,0.477535473718753,0.704,0.363,8.59761447139415e-176,"8","CMC2",0.341
"CENPX",4.34271934625551e-180,0.547595810305775,0.666,0.329,9.69902938792706e-176,"8","CENPX",0.337
"DDB2",1.06112782391062e-179,0.345308152228885,0.505,0.175,2.36992288192198e-175,"8","DDB2",0.33
"COTL12",1.16205568758818e-179,0.762508103226214,0.82,0.477,2.59533517265943e-175,"8","COTL1",0.343
"RAC22",1.28240875677921e-179,0.756553186940773,0.728,0.384,2.86413171739069e-175,"8","RAC2",0.344
"CD962",1.50479790325244e-179,0.366294073933343,0.571,0.191,3.360815637124e-175,"8","CD96",0.38
"PGP",1.57666423861481e-179,0.395935092307544,0.651,0.295,3.52132191052232e-175,"8","PGP",0.356
"LCK2",4.01179631777736e-179,0.435085512218759,0.627,0.227,8.95994589612395e-175,"8","LCK",0.4
"IFNG1",4.34828299055855e-179,0.678349721946029,0.443,0.134,9.71145523111348e-175,"8","IFNG",0.309
"S1PR41",4.41739606716797e-176,0.3032016120055,0.43,0.126,9.86581237641293e-172,"8","S1PR4",0.304
"CBX5",1.35175917139651e-175,0.519021691301596,0.732,0.407,3.01901893339696e-171,"8","CBX5",0.325
"CD382",6.23421352451679e-175,0.377220092371264,0.425,0.127,1.39234924856558e-170,"8","CD38",0.298
"SPN1",5.60773108671686e-173,0.351611224215494,0.528,0.176,1.25243066090734e-168,"8","SPN",0.352
"VDAC3",9.43785290743456e-173,0.50628358616849,0.756,0.453,2.10785006834643e-168,"8","VDAC3",0.303
"PPIA1",1.23911472424448e-172,0.542028132847771,0.953,0.872,2.76743882512763e-168,"8","PPIA",0.081
"ARPC21",2.00186109212737e-172,0.607448874127617,0.936,0.838,4.47095656315726e-168,"8","ARPC2",0.0980000000000001
"FABP52",3.14494923732112e-172,0.520073739215815,0.701,0.342,7.02392962663299e-168,"8","FABP5",0.359
"CYTOR1",6.40769685801127e-172,0.511001017778589,0.719,0.35,1.43109501626824e-167,"8","CYTOR",0.369
"RASAL32",1.95681584325581e-170,0.325979326203799,0.532,0.179,4.37035250432753e-166,"8","RASAL3",0.353
"RAB27A1",1.07250067327752e-169,0.43282161632028,0.611,0.257,2.39532300369802e-165,"8","RAB27A",0.354
"PSMB92",1.12808201442613e-169,0.857996503066463,0.826,0.572,2.51945837101931e-165,"8","PSMB9",0.254
"PPP1CA1",1.36684812285854e-169,0.553434043622775,0.841,0.549,3.05271859759227e-165,"8","PPP1CA",0.292
"HSPA8",5.24960046772297e-169,0.581165308175478,0.944,0.83,1.17244576846125e-164,"8","HSPA8",0.114
"IKZF32",5.25742991829227e-169,0.4517483152511,0.612,0.229,1.1741943979514e-164,"8","IKZF3",0.383
"PCNT",4.5163325205566e-168,0.269493930102374,0.393,0.12,1.00867770514111e-163,"8","PCNT",0.273
"AL031777.3",2.96297338017854e-166,0.26265610100906,0.266,0.06,6.61750474729076e-162,"8","AL031777.3",0.206
"OXCT1",8.30578790844606e-166,0.252399616539513,0.419,0.137,1.85501467147234e-161,"8","OXCT1",0.282
"OASL1",2.03493538183931e-165,0.387999286116289,0.511,0.177,4.54482468179992e-161,"8","OASL",0.334
"SLC25A52",3.0274122326537e-165,0.599942820184542,0.856,0.628,6.76142248040876e-161,"8","SLC25A5",0.228
"CLEC2D2",2.36967551024732e-164,0.531313130745232,0.68,0.305,5.29243328458637e-160,"8","CLEC2D",0.375
"SMC3",2.92057749442322e-164,0.567843606023178,0.771,0.48,6.52281777604481e-160,"8","SMC3",0.291
"SP1401",1.27605020730621e-163,0.270362622123838,0.47,0.151,2.84993053299769e-159,"8","SP140",0.319
"RNASEH2B",3.31838425501523e-163,0.405428706172275,0.633,0.294,7.41127939515101e-159,"8","RNASEH2B",0.339
"PSMB81",2.24043615560331e-162,0.687775229359112,0.837,0.593,5.00379010992443e-158,"8","PSMB8",0.244
"TRAC2",3.16158707928308e-162,0.672687485496527,0.655,0.282,7.06108858287083e-158,"8","TRAC",0.373
"SIVA1",2.6444677025193e-161,0.598370021563348,0.789,0.549,5.9061541668066e-157,"8","SIVA1",0.24
"NUP37",3.82979884267877e-161,0.285164498035682,0.472,0.176,8.55347273523876e-157,"8","NUP37",0.296
"DCLRE1C",1.16448166683542e-160,0.267046106332957,0.412,0.132,2.60075335471022e-156,"8","DCLRE1C",0.28
"SUZ12",4.28671660174212e-158,0.432248078246089,0.674,0.337,9.57395285833086e-154,"8","SUZ12",0.337
"CSK2",4.91218309828687e-158,0.389581311517335,0.654,0.294,1.09708697317139e-153,"8","CSK",0.36
"AKAP51",6.56398681704418e-158,0.270475967136457,0.314,0.081,1.46600081571865e-153,"8","AKAP5",0.233
"MYO1G1",1.03617982862493e-157,0.280942008724262,0.5,0.168,2.31420402925092e-153,"8","MYO1G",0.332
"HNRNPR",1.57421165291114e-157,0.476773936731254,0.855,0.592,3.51584430561174e-153,"8","HNRNPR",0.263
"POLD3",6.10906670749947e-157,0.313939544638922,0.411,0.138,1.36439895845293e-152,"8","POLD3",0.273
"NAP1L41",7.63796654776151e-157,0.443661363475348,0.778,0.449,1.70586344877706e-152,"8","NAP1L4",0.329
"PSIP1",4.7476258157869e-156,0.529743172423343,0.795,0.502,1.06033474969785e-151,"8","PSIP1",0.293
"H2AFY2",3.3894685790287e-155,0.476623208464784,0.821,0.509,7.57003912440269e-151,"8","H2AFY",0.312
"CEP295",3.8897443240772e-155,0.304960805188709,0.412,0.139,8.68735497339402e-151,"8","CEP295",0.273
"PSMC3",4.16893390899266e-155,0.475544531793146,0.732,0.426,9.31089699234422e-151,"8","PSMC3",0.306
"CKLF3",1.11620898272419e-154,0.598480249727097,0.806,0.499,2.4929411420162e-150,"8","CKLF",0.307
"PSMD14",5.52244828694352e-154,0.400752006487449,0.672,0.34,1.23338360040597e-149,"8","PSMD14",0.332
"LSM3",6.50581336414499e-154,0.475796372653648,0.805,0.559,1.45300835674814e-149,"8","LSM3",0.246
"DEF61",7.65338459117545e-154,0.281879001642625,0.485,0.167,1.70930691459312e-149,"8","DEF6",0.318
"EZR1",1.28410918267048e-153,0.458461035378311,0.819,0.482,2.86792944857626e-149,"8","EZR",0.337
"SCLT1",2.65285571562859e-151,0.304092316153969,0.484,0.182,5.9248879552849e-147,"8","SCLT1",0.302
"SRSF21",1.35226172488661e-150,0.492710585560348,0.882,0.679,3.02014133636176e-146,"8","SRSF2",0.203
"NUP50",2.30484507660884e-150,0.320549854083051,0.562,0.237,5.14764099409818e-146,"8","NUP50",0.325
"H1FX1",3.31158212755268e-150,0.609903444250331,0.866,0.593,7.39608752367617e-146,"8","H1FX",0.273
"TIMM10",6.23790534417201e-150,0.376228137210022,0.64,0.325,1.39317377956738e-145,"8","TIMM10",0.315
"RAD51C",1.4326606453146e-149,0.315931381498357,0.468,0.181,3.19970428524563e-145,"8","RAD51C",0.287
"POLR3K",6.46329045061663e-149,0.318831014368915,0.516,0.211,1.44351128924072e-144,"8","POLR3K",0.305
"TAP11",8.60776411001561e-149,0.496268387103158,0.74,0.394,1.92245803633089e-144,"8","TAP1",0.346
"CACYBP",9.68912268937276e-149,0.490207149934588,0.794,0.506,2.16396866144451e-144,"8","CACYBP",0.288
"ILF21",1.43695631773782e-148,0.460179932694664,0.771,0.486,3.20929824003566e-144,"8","ILF2",0.285
"YWHAH2",2.62794861033251e-148,0.433875219017435,0.792,0.45,5.86926042631662e-144,"8","YWHAH",0.342
"PPM1G",4.17515985547582e-148,0.464943961397329,0.777,0.474,9.32480202121969e-144,"8","PPM1G",0.303
"CALM21",9.90492332295569e-148,0.585651303039766,0.94,0.822,2.21216557494892e-143,"8","CALM2",0.118
"SNRNP25",1.39710762380625e-147,0.374371523195273,0.542,0.245,3.12030016700889e-143,"8","SNRNP25",0.297
"PPIH",1.88995893863271e-146,0.311347231980047,0.523,0.22,4.2210342935423e-142,"8","PPIH",0.303
"SNRPA1",3.34238426145065e-146,0.376732782843497,0.648,0.322,7.46488100952387e-142,"8","SNRPA1",0.326
"RALY",4.61838469414362e-146,0.437574641474617,0.748,0.444,1.03147003759004e-141,"8","RALY",0.304
"TRBC22",7.57459471090785e-146,0.524686552939226,0.647,0.276,1.69170998273416e-141,"8","TRBC2",0.371
"CASP3",2.11057751304717e-145,0.301757369270953,0.538,0.225,4.71376381763954e-141,"8","CASP3",0.313
"RASGRP12",9.56540391142451e-145,0.26380103739285,0.502,0.174,2.13633730957755e-140,"8","RASGRP1",0.328
"MRPL511",1.25899154851977e-144,0.476191947249103,0.842,0.615,2.81183172446405e-140,"8","MRPL51",0.227
"PSME22",3.71412737682034e-144,0.537191107754755,0.871,0.65,8.29513208339055e-140,"8","PSME2",0.221
"NUP107",1.00899055350724e-143,0.264982214827131,0.49,0.191,2.25347950220306e-139,"8","NUP107",0.299
"GNG21",1.15303926798554e-143,0.297263858306099,0.561,0.223,2.5751979011189e-139,"8","GNG2",0.338
"COX5A",6.71574743725563e-143,0.52638687486728,0.825,0.586,1.49989503263667e-138,"8","COX5A",0.239
"TPM33",4.17358195245516e-142,0.506618076501855,0.903,0.659,9.32127793261336e-138,"8","TPM3",0.244
"CD3G2",8.67533207837516e-142,0.473789010450046,0.553,0.212,1.93754866638431e-137,"8","CD3G",0.341
"SLC9A3R11",1.17992143749347e-141,0.335625460411589,0.582,0.249,2.63523653849791e-137,"8","SLC9A3R1",0.333
"ARPC5L1",4.14617962255187e-141,0.445184372660788,0.771,0.462,9.26007756900735e-137,"8","ARPC5L",0.309
"SRSF10",5.44130650917199e-141,0.496696884149613,0.836,0.595,1.21526139575847e-136,"8","SRSF10",0.241
"TPI12",9.90228227396896e-141,0.453390437710615,0.902,0.724,2.21157572306823e-136,"8","TPI1",0.178
"WEE11",1.41678174706807e-140,0.29478241773461,0.485,0.189,3.16424035390184e-136,"8","WEE1",0.296
"ITGAE1",6.01424051473136e-140,0.37997655524017,0.63,0.309,1.3432204765601e-135,"8","ITGAE",0.321
"HSPB11",6.333969111764e-140,0.466348663690838,0.708,0.422,1.41462866142137e-135,"8","HSPB11",0.286
"CD3E2",8.05026238949836e-140,0.431207919461835,0.618,0.25,1.79794560207056e-135,"8","CD3E",0.368
"TBC1D10C2",9.98664687675927e-140,0.297099884591208,0.582,0.222,2.23041771345542e-135,"8","TBC1D10C",0.36
"ARHGDIB3",1.07295370096002e-139,0.674909006491307,0.773,0.491,2.3963347957241e-135,"8","ARHGDIB",0.282
"SUMO2",1.87860323129476e-139,0.434298314601192,0.914,0.828,4.19567245677371e-135,"8","SUMO2",0.0860000000000001
"NUDT21",6.71471982967323e-139,0.374672192739146,0.635,0.328,1.49966552675922e-134,"8","NUDT21",0.307
"ETV7",8.11698347665061e-139,0.266371268103713,0.308,0.088,1.81284708967515e-134,"8","ETV7",0.22
"RFC2",1.05866494191373e-138,0.310807807088638,0.412,0.152,2.36442228127013e-134,"8","RFC2",0.26
"LSP13",1.07915991249101e-138,0.527323626364984,0.689,0.341,2.41019574855742e-134,"8","LSP1",0.348
"SNRPF1",2.52773862232347e-138,0.475393482179778,0.827,0.608,5.64545143909724e-134,"8","SNRPF",0.219
"LCP13",7.66691787714225e-138,0.581300917215061,0.709,0.376,1.71232943868095e-133,"8","LCP1",0.333
"CD2472",8.51934352995882e-138,0.305512319212161,0.602,0.231,1.902710183981e-133,"8","CD247",0.371
"SLBP",1.23651940605012e-137,0.556508505670954,0.585,0.301,2.76164244147234e-133,"8","SLBP",0.284
"CD22",2.36405059878061e-137,0.514975125494998,0.679,0.306,5.27987060731662e-133,"8","CD2",0.373
"TMEM2381",8.22604058102126e-137,0.259620037965803,0.458,0.166,1.83720390336529e-132,"8","TMEM238",0.292
"C19orf48",1.24900124447929e-136,0.370034379816013,0.516,0.226,2.78951937942005e-132,"8","C19orf48",0.29
"NDE1",1.7390032391758e-136,0.28581565023437,0.415,0.148,3.88388983437523e-132,"8","NDE1",0.267
"RBM8A",2.19726735172699e-136,0.433995398324069,0.833,0.618,4.90737690334706e-132,"8","RBM8A",0.215
"PSTPIP11",2.89644370286454e-136,0.263238497686774,0.474,0.166,6.46891736597765e-132,"8","PSTPIP1",0.308
"CHCHD21",8.2975561093608e-136,0.445277090121734,0.933,0.847,1.85317618146464e-131,"8","CHCHD2",0.0860000000000001
"PSMA71",1.31611171238798e-135,0.463016040467594,0.914,0.779,2.9394038984473e-131,"8","PSMA7",0.135
"DCTN3",1.71671393773481e-135,0.513246221603183,0.773,0.517,3.83410890853692e-131,"8","DCTN3",0.256
"HNRNPAB",6.95731814040647e-135,0.560945694225631,0.763,0.5,1.55384743347838e-130,"8","HNRNPAB",0.263
"CTCF",3.04325501854976e-134,0.366620763352852,0.609,0.296,6.79680575842904e-130,"8","CTCF",0.313
"MTHFD21",7.60969087674829e-134,0.356357832019336,0.519,0.224,1.69954836041296e-129,"8","MTHFD2",0.295
"COMMD4",8.53177891262042e-134,0.408092150586408,0.627,0.332,1.90548750234465e-129,"8","COMMD4",0.295
"HP1BP3",1.04139419644537e-133,0.552560650696277,0.863,0.644,2.3258497983411e-129,"8","HP1BP3",0.219
"HNRNPD",2.67700077306526e-133,0.475118439283671,0.852,0.651,5.97881352656395e-129,"8","HNRNPD",0.201
"CDK5RAP2",3.83196537232884e-133,0.300498436269622,0.497,0.204,8.55831146255924e-129,"8","CDK5RAP2",0.293
"DOCK22",5.97076432199183e-133,0.270259172468687,0.461,0.163,1.33351050367366e-128,"8","DOCK2",0.298
"APOBEC3G1",6.76128061632612e-133,0.517406105240738,0.728,0.398,1.51006441285028e-128,"8","APOBEC3G",0.33
"BLOC1S1",1.07575829631367e-132,0.457471213336252,0.861,0.645,2.40259857898695e-128,"8","BLOC1S1",0.216
"USP18",5.4123424020661e-132,0.31591332503888,0.433,0.16,1.20879255207744e-127,"8","USP18",0.273
"GMFG3",7.35190652446601e-132,0.57640792904885,0.705,0.39,1.64197480317424e-127,"8","GMFG",0.315
"CBFB",2.43507126122828e-131,0.272215372397154,0.52,0.22,5.43848815482724e-127,"8","CBFB",0.3
"PSMB3",3.6633954467606e-131,0.451342419618916,0.832,0.6,8.18182739079512e-127,"8","PSMB3",0.232
"EED",5.99030112194706e-131,0.260955068593472,0.457,0.179,1.33787385257566e-126,"8","EED",0.278
"PKM2",7.06201456697104e-130,0.496156685376039,0.875,0.63,1.57723033338731e-125,"8","PKM",0.245
"ANP32A",3.09577253305943e-129,0.416140537603359,0.761,0.474,6.91409837533493e-125,"8","ANP32A",0.287
"ANAPC111",6.62755599964901e-129,0.438719669505464,0.805,0.572,1.48019835696161e-124,"8","ANAPC11",0.233
"PARP1",7.4570137275292e-129,0.397436333806445,0.735,0.442,1.66544944590637e-124,"8","PARP1",0.293
"PSMA4",1.54109203907576e-128,0.452172584757035,0.823,0.58,3.4418749600718e-124,"8","PSMA4",0.243
"PA2G4",2.95548268820913e-128,0.504741898082636,0.809,0.572,6.60077503584627e-124,"8","PA2G4",0.237
"HINT2",4.43649966441963e-128,0.350560738139608,0.596,0.302,9.90847835051481e-124,"8","HINT2",0.294
"ACTL6A",4.89738465711051e-128,0.275312478561822,0.531,0.24,1.09378188931906e-123,"8","ACTL6A",0.291
"SEPT13",5.34637971532906e-128,0.309949662305287,0.574,0.247,1.19406044562159e-123,"8","SEPT1",0.327
"SLA3",7.06728372817639e-128,0.312783831772579,0.577,0.236,1.57840714785091e-123,"8","SLA",0.341
"RBBP8",3.91686872626178e-127,0.28677563442163,0.357,0.126,8.74793461323305e-123,"8","RBBP8",0.231
"H3F3A1",4.98031015825595e-127,0.397779547633934,0.968,0.934,1.11230247074488e-122,"8","H3F3A",0.0339999999999999
"NAA381",8.30140649035243e-127,0.441501736700765,0.779,0.516,1.85403612555531e-122,"8","NAA38",0.263
"PMF1",8.40532316227895e-127,0.351761969033398,0.653,0.351,1.87724487506338e-122,"8","PMF1",0.302
"G2E3",1.10251369739337e-126,0.28072549413541,0.412,0.154,2.46235409175836e-122,"8","G2E3",0.258
"ARPC51",2.0203373328119e-126,0.454209583781241,0.88,0.658,4.5122213991021e-122,"8","ARPC5",0.222
"CDK2AP21",3.09304446114047e-126,0.454218391733953,0.678,0.37,6.90800549951113e-122,"8","CDK2AP2",0.308
"MZT2A",3.32295993460346e-126,0.459238491585046,0.823,0.629,7.42149871794337e-122,"8","MZT2A",0.194
"PMAIP11",1.00587241723954e-125,0.33457760378667,0.457,0.174,2.2465154566628e-121,"8","PMAIP1",0.283
"ATPIF11",1.30369550841995e-125,0.420118943745422,0.88,0.71,2.91167354850511e-121,"8","ATPIF1",0.17
"HNRNPF",1.61251470230467e-125,0.547550865029267,0.833,0.639,3.60139033612724e-121,"8","HNRNPF",0.194
"UBB1",1.42952465744062e-124,0.486833542816365,0.937,0.868,3.19270036992788e-120,"8","UBB",0.0690000000000001
"BTG31",3.17160982981241e-124,0.364575903524451,0.654,0.346,7.08347339390303e-120,"8","BTG3",0.308
"CEP57",7.51756829481184e-124,0.348342192991622,0.663,0.352,1.67897370296328e-119,"8","CEP57",0.311
"SSNA1",1.76948691899556e-123,0.3478999246525,0.735,0.443,3.95197208488468e-119,"8","SSNA1",0.292
"SSRP1",4.30761911368742e-123,0.362975929666134,0.608,0.325,9.62063652850948e-119,"8","SSRP1",0.283
"PGAM1",7.74649582160415e-123,0.494012528727872,0.814,0.587,1.73010237679707e-118,"8","PGAM1",0.227
"IL2RG2",1.10138505048344e-122,0.424142281739042,0.67,0.319,2.45983337174973e-118,"8","IL2RG",0.351
