"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"CIRBP",1.2712565944264e-54,0.700567100233928,0.862,0.811,2.83922447799192e-50,"Epithelial_C3","CIRBP",0.0509999999999999
"PDLIM3",2.01026251013116e-54,0.539023182638286,0.465,0.141,4.48972029012692e-50,"Epithelial_C3","PDLIM3",0.324
"SPARC",3.42120086444692e-54,1.21825835691543,0.819,0.496,7.64091001065575e-50,"Epithelial_C3","SPARC",0.323
"MORF4L1",1.62193506667424e-53,0.578372952078196,0.872,0.87,3.62242977791024e-49,"Epithelial_C3","MORF4L1",0.002
"HCFC1R1",4.30360985849109e-53,0.797567962192309,0.774,0.678,9.61168225795399e-49,"Epithelial_C3","HCFC1R1",0.096
"ITGB1",7.93906585076121e-53,0.675724267446925,0.886,0.831,1.77311096710901e-48,"Epithelial_C3","ITGB1",0.055
"IFI6",9.37312410152723e-53,0.917581232781927,0.875,0.808,2.09339353683509e-48,"Epithelial_C3","IFI6",0.0669999999999999
"TIMP2",2.77966306723441e-52,0.780484044929096,0.803,0.648,6.20809949436134e-48,"Epithelial_C3","TIMP2",0.155
"HLA-B",2.92217054443897e-52,0.625274025568046,0.971,0.952,6.52637569394999e-48,"Epithelial_C3","HLA-B",0.019
"CCDC107",4.80999621299169e-52,0.736881262308141,0.763,0.632,1.07426455420956e-47,"Epithelial_C3","CCDC107",0.131
"NUAK1",7.49190277783067e-52,0.503795695773025,0.343,0.081,1.6732415664007e-47,"Epithelial_C3","NUAK1",0.262
"SGCB",1.49150017948652e-51,0.639792782975405,0.638,0.404,3.33111650086519e-47,"Epithelial_C3","SGCB",0.234
"HLA-A",8.52556491794484e-50,0.568381320143103,0.968,0.968,1.9040996687738e-45,"Epithelial_C3","HLA-A",0
"EID1",1.47081352990188e-49,0.604596250611833,0.832,0.806,3.28491493768286e-45,"Epithelial_C3","EID1",0.0259999999999999
"IL32",4.86037003581282e-49,0.591762116613306,0.79,0.502,1.08551504379844e-44,"Epithelial_C3","IL32",0.288
"COL12A1",6.54393034392626e-49,0.79166465723976,0.548,0.262,1.46152140301249e-44,"Epithelial_C3","COL12A1",0.286
"SLC2A3",3.29128348628584e-48,0.504918916457126,0.747,0.378,7.35075253827079e-44,"Epithelial_C3","SLC2A3",0.369
"WFDC3",6.38777626486346e-48,0.506055128664355,0.41,0.135,1.42664595099461e-43,"Epithelial_C3","WFDC3",0.275
"THY1",6.82635490098931e-48,0.734034936280454,0.516,0.201,1.52459810358695e-43,"Epithelial_C3","THY1",0.315
"SDCBP",7.76456393651614e-48,0.705040600647194,0.824,0.78,1.73413770958151e-43,"Epithelial_C3","SDCBP",0.0439999999999999
"SH3BGRL3",8.7034922112494e-48,0.638318500011976,0.846,0.843,1.94383795046044e-43,"Epithelial_C3","SH3BGRL3",0.003
"METTL26",1.19485032170085e-47,0.670492987411453,0.809,0.776,2.66857870848668e-43,"Epithelial_C3","METTL26",0.033
"FZD1",9.90258551197545e-47,0.705041776642898,0.535,0.271,2.2116434482446e-42,"Epithelial_C3","FZD1",0.264
"SLC2A1",1.54261386260001e-46,0.758370820805218,0.859,0.717,3.44527380073086e-42,"Epithelial_C3","SLC2A1",0.142
"INSIG2",3.75743639844551e-46,0.740717662162925,0.662,0.459,8.3918584522882e-42,"Epithelial_C3","INSIG2",0.203
"FILIP1L",5.36828576032536e-46,0.683962387462809,0.463,0.176,1.19895294171107e-41,"Epithelial_C3","FILIP1L",0.287
"SOD2",8.37682595180067e-46,0.82169198921343,0.864,0.733,1.87088030807516e-41,"Epithelial_C3","SOD2",0.131
"PCOLCE",8.48027828985548e-46,0.862622432327161,0.606,0.352,1.89398535325632e-41,"Epithelial_C3","PCOLCE",0.254
"VAMP5",1.74304470539589e-45,0.682720661773622,0.489,0.223,3.89291604503118e-41,"Epithelial_C3","VAMP5",0.266
"FMOD",3.42574610142695e-45,0.584129626418457,0.426,0.157,7.65106134292695e-41,"Epithelial_C3","FMOD",0.269
"COPRS",6.51198971618121e-45,0.705587336756354,0.734,0.636,1.45438778321191e-40,"Epithelial_C3","COPRS",0.098
"OSMR",6.87027880937822e-45,0.594624505962483,0.598,0.343,1.53440806928653e-40,"Epithelial_C3","OSMR",0.255
"IGFBP6",9.21935487669308e-45,0.639641619184174,0.484,0.197,2.05905071816063e-40,"Epithelial_C3","IGFBP6",0.287
"P4HA1",1.81843554422044e-44,0.583334136143813,0.835,0.679,4.06129394446193e-40,"Epithelial_C3","P4HA1",0.156
"QKI",7.16697613353502e-44,0.621498578875624,0.673,0.498,1.60067244966371e-39,"Epithelial_C3","QKI",0.175
"ACTN1",2.45531714817292e-43,0.597397991527416,0.856,0.79,5.4837053187294e-39,"Epithelial_C3","ACTN1",0.0659999999999999
"OSBPL8",3.94402567098413e-43,0.774137482772368,0.678,0.539,8.80858693357596e-39,"Epithelial_C3","OSBPL8",0.139
"BTG1",4.78921106404373e-43,0.684278132688076,0.848,0.815,1.06962239904353e-38,"Epithelial_C3","BTG1",0.033
"FXYD5",5.80620165958734e-43,0.576323901491191,0.62,0.386,1.29675707865224e-38,"Epithelial_C3","FXYD5",0.234
"NTAN1",9.79482341559839e-43,0.581702712724972,0.606,0.387,2.18757586163975e-38,"Epithelial_C3","NTAN1",0.219
"MSANTD3",1.15551025805374e-42,0.586757577566428,0.598,0.372,2.58071661033723e-38,"Epithelial_C3","MSANTD3",0.226
"ITGB5",1.58431184342611e-42,0.721381069068957,0.646,0.475,3.53840207110786e-38,"Epithelial_C3","ITGB5",0.171
"OSTC",3.17089369918623e-42,0.607484640252885,0.814,0.795,7.08187398776253e-38,"Epithelial_C3","OSTC",0.0189999999999999
"CLIC4",1.00206465760615e-41,0.567561895086359,0.66,0.472,2.23801120629757e-37,"Epithelial_C3","CLIC4",0.188
"DPYSL2",1.81733990354232e-40,0.591622947992817,0.508,0.262,4.05884694057143e-36,"Epithelial_C3","DPYSL2",0.246
"PAM",1.86734114194731e-40,0.566510800624982,0.561,0.334,4.17051970642512e-36,"Epithelial_C3","PAM",0.227
"PMEPA1",2.12760273850448e-40,0.629140355934216,0.755,0.529,4.7517879561759e-36,"Epithelial_C3","PMEPA1",0.226
"ESD",2.37181913015117e-40,0.58733162178855,0.721,0.624,5.29722084527961e-36,"Epithelial_C3","ESD",0.097
"PLIN3",4.02781570812517e-40,0.58430219221276,0.63,0.456,8.99572360252675e-36,"Epithelial_C3","PLIN3",0.174
"MGAT1",1.17022960369167e-39,0.644488282804856,0.686,0.552,2.61359079688497e-35,"Epithelial_C3","MGAT1",0.134
"SAT2",2.11953314626284e-39,0.532721553664143,0.723,0.597,4.73376532886342e-35,"Epithelial_C3","SAT2",0.126
"FERMT2",3.71904880333617e-39,0.605478570480085,0.596,0.398,8.306123597371e-35,"Epithelial_C3","FERMT2",0.198
